OID_,pointid,grid_code,dNDVI,dNDVIre1n,dNDVIre2n,dNDVIre3n,dNBR,dNBR2,dCSI,dBSI,NDVI,NDVIre1n,NDVIre2n,NDVIre3n,CSI,BSI,NBR,NBR2,Elevation,Aspect,Slope,NDBI,dNDBI,dNDVI_dNDBI,dNDVI_dNDBI_divided_by_2,dCSI_cat,post_NDBI,NDVI_NDBI
3698,3867,0.0951786,0.0244784,0.0307879,0.020024,0.0285347,0.0662797,0.0359702,0.1125809,-0.0058279,0.0951786,0.1678971,0.0958659,0.0496575,1.2939314,0.0251105,0.0726694,0.1287356,13.0622034,140.853302,3.2118547,0.0565957,-0.0298313,-5.43E-02,-0.0271548,2,0.086427,0.1517743
3699,3868,0.1083024,0.0377181,0.0068587,-0.0100723,-0.0082467,-0.0132507,0.0279499,-0.0149981,-0.0058279,0.1083024,0.1542742,0.0656082,0.0162547,1.1860707,0.0251105,0.0015568,0.1145881,12.8106222,148.0695648,3.0499833,0.1130515,0.0411285,3.41E-03,0.0017052,0,0.071923,0.2213539
3700,3869,0.1279953,0.0703822,0.0068587,-0.0100723,-0.0082467,-0.0132507,0.0279499,-0.0149981,-0.0058279,0.1279953,0.1542742,0.0656082,0.0162547,1.1860707,0.0251105,0.0015568,0.1145881,12.4672613,155.9505157,3.1433957,0.1130515,0.0411285,-2.93E-02,-0.0146268,0,0.071923,0.2410468
3701,3870,0.1872879,0.1090209,0.0422019,0.0314228,0.0373994,0.0319732,0.0428375,0.0419768,-0.023066,0.1872879,0.2026957,0.1186114,0.065442,1.376038,0.011735,0.1298065,0.1506297,12.1239004,163.8547668,3.2359746,0.0212385,0.0111734,-9.78E-02,-0.0489237,1,0.0100651,0.2085264
3702,3871,0.173412,0.0852245,0.0422019,0.0314228,0.0373994,0.0319732,0.0428375,0.0419768,-0.023066,0.173412,0.2026957,0.1186114,0.065442,1.376038,0.011735,0.1298065,0.1506297,11.9886675,166.3512573,3.4469333,0.0212385,0.0111734,-7.41E-02,-0.0370255,1,0.0100651,0.1946505
3703,3872,0.1440937,0.0585918,0.0455725,-0.0077668,-0.0061051,0.0300129,0.0241643,0.052676,-0.023066,0.1440937,0.1867846,0.0703895,0.0106336,1.2785875,0.011735,0.0667015,0.1259187,11.9921045,165.2233887,3.7379417,0.0597187,-0.0055909,-6.42E-02,-0.0320914,1,0.0653096,0.2038124
3704,3873,0.1343533,0.0616732,0.0455725,-0.0077668,-0.0061051,0.0300129,0.0241643,0.052676,-0.0352202,0.1343533,0.1867846,0.0703895,0.0106336,1.2785875,-0.0059093,0.0667015,0.1259187,11.9955406,164.082428,4.0299344,0.0597187,-0.0055909,-6.73E-02,-0.033632,1,0.0653096,0.194072
3705,3874,0.1782763,0.0959936,0.0448816,0.022562,0.0342702,0.0986285,0.0516035,0.1960353,-0.0352202,0.1782763,0.1927403,0.0953052,0.0539869,1.407117,-0.0059093,0.1357832,0.1473386,11.6260633,155.3140411,4.5199885,0.0117914,-0.0469982,-0.142991837,-0.0714959,2,0.0587896,0.1900677
3706,3875,0.221755,0.1330883,0.0448816,0.022562,0.0342702,0.0986285,0.0516035,0.1960353,-0.0352202,0.221755,0.1927403,0.0953052,0.0539869,1.407117,-0.0059093,0.1357832,0.1473386,11.1101465,143.5331726,5.0903268,0.0117914,-0.0469982,-0.180086564,-0.0900433,2,0.0587896,0.2335464
3707,3876,0.2048533,0.1211323,0.0795703,0.0253091,0.022228,0.0884537,0.0714012,0.2644753,-0.0234997,0.2048533,0.2184504,0.0957819,0.0320457,1.4317905,0.0036751,0.1237994,0.1581646,10.5954199,131.7527008,5.6632433,0.0350515,-0.0165244,-0.137656722,-0.0688284,2,0.0515759,0.2399048
3708,3877,0.2166378,0.1313919,0.0795703,0.0253091,0.022228,0.0884537,0.0714012,0.2644753,-0.0234997,0.2166378,0.2184504,0.0957819,0.0320457,1.4317905,0.0036751,0.1237994,0.1581646,9.3555593,123.85009,5.8395686,0.0350515,-0.0165244,-0.147916269,-0.0739581,2,0.0515759,0.2516893
3709,3878,0.1668508,0.0767027,0.0642086,0.0004435,0.0179888,0.0705255,0.0550566,0.2203578,-0.0234997,0.1668508,0.2165056,0.0845169,0.0408939,1.4047045,0.0036751,0.1114684,0.1440372,7.9681134,116.7541733,5.9379168,0.0331002,-0.015113,-9.18E-02,-0.0459079,2,0.0482132,0.199951
3710,3879,0.1648413,0.0741686,0.0642086,0.0004435,0.0179888,0.0705255,0.0550566,0.2203578,-0.042601,0.1648413,0.2165056,0.0845169,0.0408939,1.4047045,-0.0159533,0.1114684,0.1440372,6.5782847,109.6908646,6.0381956,0.0331002,-0.015113,-8.93E-02,-0.0446408,2,0.0482132,0.1979415
3711,3880,0.1701803,0.0717975,0.0607306,0.0038883,0.0262251,0.0842004,0.0550495,0.2512356,-0.042601,0.1701803,0.2134242,0.0858752,0.0428121,1.5709436,-0.0159533,0.1490468,0.1654391,5.6832747,154.6484985,5.0028348,0.0168067,-0.0290648,-0.100862348,-0.0504312,2,0.0458715,0.186987
3712,3881,0.247413,0.1655822,0.0607306,0.0038883,0.0262251,0.0842004,0.0550495,0.2512356,-0.042601,0.247413,0.2134242,0.0858752,0.0428121,1.5709436,-0.0159533,0.1490468,0.1654391,4.8134379,202.1213989,3.9042549,0.0168067,-0.0290648,-0.194647016,-0.0973235,2,0.0458715,0.2642197
3713,3882,0.2541654,0.1700341,0.0712913,0.0209535,0.0151763,0.0951687,0.0767132,0.313193,-0.0491139,0.2541654,0.2075061,0.0893032,0.0195178,1.7411765,-0.0283248,0.2223239,0.1965974,4.0569839,247.053009,2.9279158,-0.0269024,-0.0195188,-0.189552836,-0.0947764,2,-0.0073836,0.227263
3714,3883,0.2639546,0.1701937,0.0712913,0.0209535,0.0151763,0.0951687,0.0767132,0.313193,-0.0491139,0.2639546,0.2075061,0.0893032,0.0195178,1.7411765,-0.0283248,0.2223239,0.1965974,4.9187598,259.5966187,3.7177014,-0.0269024,-0.0195188,-0.189712442,-0.0948562,2,-0.0073836,0.2370522
3715,3884,0.2333901,0.1273241,0.0540226,0.0005423,0.0011943,0.0239021,0.0090988,0.0212128,-0.0491139,0.2333901,0.2420065,0.0881521,0.0357143,1.7155591,-0.0283248,0.2361498,0.1979201,5.7793455,272.3135986,4.5036674,-0.0401042,-0.0156996,-0.143023713,-0.0715119,1,-0.0244046,0.1932859
3716,3885,0.2520376,0.1086179,0.0540226,0.0005423,0.0011943,0.0239021,0.0090988,0.0212128,-0.0133177,0.2520376,0.2420065,0.0881521,0.0357143,1.7155591,-0.0178176,0.2361498,0.1979201,6.7020526,283.6547546,5.1043439,-0.0401042,-0.0156996,-0.124317436,-0.0621587,1,-0.0244046,0.2119334
3717,3886,0.2257516,0.0611309,0.0073363,-0.0110365,-0.0066806,-0.000343,-0.0200811,-0.1359178,-0.0133177,0.2257516,0.228243,0.0949012,0.0295939,1.5982906,-0.0178176,0.1926395,0.1729013,7.9070568,288.1456299,4.8928666,-0.0204182,-0.0204182,-8.15E-02,-0.0407745,0,0,0.2053334
3718,3887,0.2692778,0.0995278,0.0073363,-0.0110365,-0.0066806,-0.000343,-0.0200811,-0.1359178,-0.0133177,0.2692778,0.228243,0.0949012,0.0295939,1.5982906,-0.0178176,0.1926395,0.1729013,9.1108723,292.6624756,4.6847167,-0.0204182,-0.0204182,-0.119945966,-0.059973,0,0,0.2488596
3719,3889,0.0867438,0.0038449,-0.0309547,-0.030948,0.0027101,0.0402822,0.0004588,0.0821301,0.000567,0.0867438,0.1269906,0.0714286,0.0385701,1.1400248,0.0399589,-0.0238951,0.1113966,21.9205399,134.5093384,2.3075807,0.1349325,-0.0389447,-4.28E-02,-0.0213948,2,0.1738772,0.2216763
3720,3890,0.1166253,0.0208605,-0.0009554,-0.0001157,0.0190121,0.0644898,0.0189236,0.0822799,0.000567,0.1166253,0.1531091,0.0916811,0.054437,1.1103259,0.0399589,0.0019592,0.1033269,21.9188118,134.9196472,2.4299273,0.1013882,-0.0447742,-6.56E-02,-0.0328174,2,0.1461624,0.2180135
3721,3891,0.1374773,0.0527607,-0.0009554,-0.0001157,0.0190121,0.0644898,0.0189236,0.0822799,0.000567,0.1374773,0.1531091,0.0916811,0.054437,1.1103259,0.0399589,0.0019592,0.1033269,21.9170818,135.3701172,2.5527503,0.1013882,-0.0447742,-9.75E-02,-0.0487675,2,0.1461624,0.2388655
3722,3892,0.1259463,0.0529304,0.0294553,0.0283112,0.0271092,0.0552533,0.0426346,0.1773208,-0.0141757,0.1259463,0.1614487,0.1017081,0.0414679,1.3743341,0.0164183,0.0891045,0.141729,21.4816647,127.2537689,2.6737678,0.0532975,-0.0121652,-6.51E-02,-0.0325478,2,0.0654627,0.1792438
3723,3893,0.1527612,0.0931928,0.0294553,0.0283112,0.0271092,0.0552533,0.0426346,0.1773208,-0.0141757,0.1527612,0.1614487,0.1017081,0.0414679,1.3743341,0.0164183,0.0891045,0.141729,20.7863407,114.0420685,2.7954755,0.0532975,-0.0121652,-0.105358038,-0.052679,2,0.0654627,0.2060587
3724,3894,0.1002604,0.0438738,-0.0038209,-0.0129022,-0.0016307,0.0437937,0.033051,0.0701636,-0.0141757,0.1002604,0.1333473,0.0615686,0.0215094,1.4069647,0.0164183,0.123662,0.1465957,20.0910168,100.8983383,2.919606,0.0233571,-0.0106274,-5.45E-02,-0.0272506,2,0.0339845,0.1236175
3725,3895,0.0842379,0.019868,-0.0038209,-0.0129022,-0.0016307,0.0437937,0.033051,0.0701636,-0.0102795,0.0842379,0.1333473,0.0615686,0.0215094,1.4069647,0.0107203,0.123662,0.1465957,19.3725853,81.2026825,2.9094546,0.0233571,-0.0106274,-3.05E-02,-0.0152477,2,0.0339845,0.107595
3726,3896,0.0920392,0.0294438,-0.0011549,-0.0042241,0.0093708,0.0276135,0.0460477,0.1156731,-0.0102795,0.0920392,0.1287478,0.0718024,0.0299738,1.4159292,0.0107203,0.0939614,0.1457595,18.6450653,59.2713928,2.8513691,0.0525174,0.0189312,-1.05E-02,-0.0052563,2,0.0335862,0.1445566
3727,3897,0.1060461,0.0422906,-0.0011549,-0.0042241,0.0093708,0.0276135,0.0460477,0.1156731,-0.0102795,0.1060461,0.1287478,0.0718024,0.0299738,1.4159292,0.0107203,0.0939614,0.1457595,17.9163475,37.4093857,2.7925346,0.0525174,0.0189312,-0.023359377,-0.0116797,2,0.0335862,0.1585635
3728,3898,0.0743726,0.0210902,-0.003829,-0.0062815,-0.0124326,0.0416594,0.0383852,0.1077343,-0.0206237,0.0743726,0.1259293,0.058674,0.0107179,1.4639719,0.0093468,0.128192,0.1566205,17.7816982,26.7487106,3.2859659,0.029011,-0.0030194,-2.41E-02,-0.0120548,2,0.0320304,0.1033836
3729,3899,0.0827423,0.0306405,-0.003829,-0.0062815,-0.0124326,0.0416594,0.0383852,0.1077343,-0.0206237,0.0827423,0.1259293,0.058674,0.0107179,1.4639719,0.0093468,0.128192,0.1566205,17.7441807,17.9277306,3.8675358,0.029011,-0.0030194,-3.37E-02,-0.0168299,2,0.0320304,0.1117533
3730,3900,0.0924005,0.044169,0.0181524,-0.002583,0.0137208,0.0869641,0.0527724,0.1711155,-0.0206237,0.0924005,0.1505136,0.0702119,0.0285486,1.4779116,0.0093468,0.1474688,0.1563407,17.7054672,9.1023417,4.4457064,0.0090813,-0.0342539,-7.84E-02,-0.0392114,2,0.0433352,0.1014818
3731,3901,0.111379,0.0550578,0.0181524,-0.002583,0.0137208,0.0869641,0.0527724,0.1711155,-0.0313549,0.111379,0.1505136,0.0702119,0.0285486,1.4779116,-0.0027357,0.1474688,0.1563407,17.3613968,10.2532625,4.8155389,0.0090813,-0.0342539,-8.93E-02,-0.0446558,2,0.0433352,0.1204603
3732,3902,0.1467247,0.0800193,0.0254325,-0.0134975,0.0041941,0.1425466,0.0637185,0.3123659,-0.0313549,0.1467247,0.1602855,0.0721567,0.0279801,1.5058956,-0.0027357,0.1606975,0.1567235,17.0094185,11.6431017,5.1778688,-0.0040766,-0.0790573,-0.159076668,-0.0795383,2,0.0749807,0.1426481
3733,3903,0.1522843,0.0803418,0.0254325,-0.0134975,0.0041941,0.1425466,0.0637185,0.3123659,-0.0313549,0.1522843,0.1602855,0.0721567,0.0279801,1.5058956,-0.0027357,0.1606975,0.1567235,16.6857891,14.0353203,5.4827223,-0.0040766,-0.0790573,-0.159399137,-0.0796996,2,0.0749807,0.1482077
3734,3904,0.119931,0.0483204,-0.0029844,-0.0129325,0.0126278,0.0738396,0.0423121,0.1766255,-0.0160623,0.119931,0.1438071,0.0714425,0.0367301,1.4461377,0.0124254,0.1228394,0.1449113,16.6440144,26.8134804,5.2349067,0.0224719,-0.0313984,-7.97E-02,-0.0398594,2,0.0538703,0.1424029
3735,3905,0.1269877,0.0580525,-0.0029844,-0.0129325,0.0126278,0.0738396,0.0423121,0.1766255,-0.0160623,0.1269877,0.1438071,0.0714425,0.0367301,1.4461377,0.0124254,0.1228394,0.1449113,16.6010418,39.9639664,4.9862261,0.0224719,-0.0313984,-8.95E-02,-0.0447254,2,0.0538703,0.1494596
3736,3906,0.1042149,0.0381301,0.0086273,0.0068923,0.0142432,0.0181989,0.0262121,0.0590222,-0.0160623,0.1042149,0.13949,0.0767362,0.0330225,1.3321643,0.0124254,0.0750695,0.1312296,16.5083675,51.82967,4.6840386,0.0567188,0.0082826,-2.98E-02,-0.0149237,1,0.0484362,0.1609337
3737,3907,0.1205044,0.0615679,0.0086273,0.0068923,0.0142432,0.0181989,0.0262121,0.0590222,-0.008276,0.1205044,0.13949,0.0767362,0.0330225,1.3321643,0.0175812,0.0750695,0.1312296,16.2315922,57.3866425,4.1821775,0.0567188,0.0082826,-5.33E-02,-0.0266426,1,0.0484362,0.1772232
3738,3908,0.1213389,0.0524614,0.0157062,0.0144364,0.0212867,0.0105883,0.0293826,0.0270256,-0.008276,0.1213389,0.1501306,0.0829748,0.0356583,1.2792836,0.0175812,0.0674791,0.1290051,15.9572105,62.7219543,3.6828399,0.0620662,0.019091,-3.34E-02,-0.0166852,1,0.0429752,0.1834051
3739,3909,0.1119962,0.0412766,0.0157062,0.0144364,0.0212867,0.0105883,0.0293826,0.0270256,-0.008276,0.1119962,0.1501306,0.0829748,0.0356583,1.2792836,0.0175812,0.0674791,0.1290051,15.5728092,73.0510025,3.2461779,0.0620662,0.019091,-2.22E-02,-0.0110928,1,0.0429752,0.1740624
3740,3910,0.121813,0.0536653,0.0156828,-0.0020461,0.0052553,-0.0341422,0.0199657,-0.0722698,-0.0053186,0.121813,0.1409663,0.0694789,0.022943,1.2396932,0.0148134,0.0582393,0.128655,14.9564152,94.1194153,2.938226,0.0709473,0.0544742,8.09E-04,0.0004044,0,0.0164731,0.1927603
3741,3911,0.1016515,0.044106,0.0156828,-0.0020461,0.0052553,-0.0341422,0.0199657,-0.0722698,-0.0053186,0.1016515,0.1409663,0.0694789,0.022943,1.2396932,0.0148134,0.0582393,0.128655,14.3424149,115.097168,2.6339529,0.0709473,0.0544742,1.04E-02,0.0051841,0,0.0164731,0.1725988
3742,3912,0.1032505,0.0527864,0.0177075,0.0180285,0.0169749,-0.0564981,-0.005527,-0.1846818,-0.0053186,0.1032505,0.1470523,0.0882229,0.0388878,1.1473075,0.0148134,0.007947,0.1058496,14.0182104,138.1320038,2.5908258,0.097985,0.0507143,-2.07E-03,-0.0010361,0,0.0472707,0.2012355
3743,3913,0.1011066,0.0401682,0.0177075,0.0180285,0.0169749,-0.0564981,-0.005527,-0.1846818,0.0064748,0.1011066,0.1470523,0.0882229,0.0388878,1.1473075,0.0302252,0.007947,0.1058496,14.0604,163.8095398,2.8754151,0.097985,0.0507143,1.05E-02,0.0052731,0,0.0472707,0.1990916
3744,3914,0.1265447,0.0669703,0.0174649,0.0286923,0.0006812,-0.0537955,0.0097341,-0.1491255,0.0064748,0.1265447,0.156362,0.1008744,0.0280821,1.13053,0.0302252,0.0112603,0.1020649,14.1037855,189.4058228,3.159765,0.0909091,0.0634692,-3.50E-03,-0.0017505,0,0.0274399,0.2174538
3745,3915,0.1298819,0.061547,0.0174649,0.0286923,0.0006812,-0.0537955,0.0097341,-0.1491255,0.0064748,0.1298819,0.156362,0.1008744,0.0280821,1.13053,0.0302252,0.0112603,0.1020649,14.3175449,199.9472046,3.3250828,0.0909091,0.0634692,1.92E-03,0.0009611,0,0.0274399,0.220791
3746,3916,0.1235521,0.0616225,0.0505466,0.0083341,0.0249908,0.0209041,0.0543766,0.1131885,-0.0139163,0.1235521,0.1840418,0.083442,0.0404841,1.3727974,0.0048062,0.0653628,0.140355,14.6660671,198.5748901,3.3963239,0.0756865,0.0340076,-2.76E-02,-0.0138075,2,0.0416789,0.1992386
3747,3917,0.1676779,0.1091891,0.0505466,0.0083341,0.0249908,0.0209041,0.0543766,0.1131885,-0.0139163,0.1676779,0.1840418,0.083442,0.0404841,1.3727974,0.0048062,0.0653628,0.140355,15.0145893,197.2133942,3.4681013,0.0756865,0.0340076,-7.52E-02,-0.0375908,2,0.0416789,0.2433644
3748,3918,0.1515743,0.0905081,0.0186516,0.0325605,0.0289299,0.0370138,0.0430657,0.1056101,-0.0139163,0.1515743,0.1622847,0.1046963,0.0529774,1.3523207,0.0048062,0.079835,0.1342466,14.9564247,192.1278076,3.7298038,0.0550011,0.0064518,-8.41E-02,-0.0420281,2,0.0485493,0.2065754
3749,3919,0.1843455,0.1166035,0.0186516,0.0325605,0.0289299,0.0370138,0.0430657,0.1056101,0.0032061,0.1843455,0.1622847,0.1046963,0.0529774,1.3523207,0.0194242,0.079835,0.1342466,14.7031794,185.2523956,4.0848699,0.0550011,0.0064518,-0.110151753,-0.0550759,2,0.0485493,0.2393466
3750,3920,0.1265597,0.0428647,0.0085151,0.0108646,0.0203548,-0.061507,0.0398339,-0.0483087,0.0032061,0.1265597,0.1459613,0.0871611,0.0352038,1.1998022,0.0194242,0.0184466,0.1242962,14.4523239,178.39888,4.4417262,0.1060929,0.1015535,0.05868876,0.0293444,0,0.0045394,0.2326526
3751,3921,0.1027708,0.0473536,0.0085151,0.0108646,0.0203548,-0.061507,0.0398339,-0.0483087,0.0032061,0.1027708,0.1459613,0.0871611,0.0352038,1.1998022,0.0194242,0.0184466,0.1242962,14.4409475,181.1119385,5.008925,0.1060929,0.1015535,5.42E-02,0.0271,0,0.0045394,0.2088637
3752,3922,0.1441465,0.0841976,0.0458685,0.0051421,0.0034061,0.054705,0.0684991,0.120767,-0.0269612,0.1441465,0.184953,0.0825776,0.0358529,1.4113255,-0.004411,0.0825007,0.157536,14.4938917,186.3426666,5.6323814,0.0760234,0.0146302,-6.96E-02,-0.0347837,2,0.0613932,0.2201699
3753,3923,0.1253436,0.0706405,0.0458685,0.0051421,0.0034061,0.054705,0.0684991,0.120767,-0.0269612,0.1253436,0.184953,0.0825776,0.0358529,1.4113255,-0.004411,0.0825007,0.157536,14.5480289,191.5500641,6.256567,0.0760234,0.0146302,-5.60E-02,-0.0280051,2,0.0613932,0.201367
3754,3924,0.2021014,0.1422493,0.0993211,0.0160113,0.0069547,0.1765166,0.11365,0.411604,-0.0269612,0.2021014,0.2343179,0.0901863,0.0169177,1.6409873,-0.004411,0.1928765,0.2003589,14.9177475,198.1439972,6.5888438,0.0077831,-0.0626658,-0.204915114,-0.1024576,2,0.0704489,0.2098845
3755,3925,0.2382763,0.180805,0.0993211,0.0160113,0.0069547,0.1765166,0.11365,0.411604,-0.0341509,0.2382763,0.2343179,0.0901863,0.0169177,1.6409873,-0.0102033,0.1928765,0.2003589,15.3210707,204.8536835,6.889112,0.0077831,-0.0626658,-0.24347084,-0.1217354,2,0.0704489,0.2460594
3756,3926,0.1932108,0.1218526,0.0907658,0.0253298,0.0191857,0.0776562,0.0739668,0.2788806,-0.0341509,0.1932108,0.2335329,0.1032132,0.0408819,1.5520548,-0.0102033,0.1135398,0.1797753,15.7381229,211.0983276,7.1557813,0.0676157,-0.0025758,-0.124428414,-0.0622142,2,0.0701915,0.2608265
3757,3927,0.2009093,0.1289971,0.0907658,0.0253298,0.0191857,0.0776562,0.0739668,0.2788806,-0.0341509,0.2009093,0.2335329,0.1032132,0.0408819,1.5520548,-0.0102033,0.1135398,0.1797753,16.6865177,198.8577423,6.0797281,0.0676157,-0.0025758,-0.131572828,-0.0657864,2,0.0701915,0.268525
3758,3928,0.1536538,0.078127,0.0619393,0.0238989,0.0305404,0.0092585,0.0318386,0.0518073,-0.0113675,0.1536538,0.1973298,0.1006382,0.0471742,1.3126464,0.0170721,0.049527,0.1378092,17.6325226,186.6090698,5.0050468,0.0888889,0.0229052,-5.52E-02,-0.0276109,1,0.0659837,0.2425427
3759,3929,0.1342187,0.0713616,0.0619393,0.0238989,0.0305404,0.0092585,0.0318386,0.0518073,-0.0113675,0.1342187,0.1973298,0.1006382,0.0471742,1.3126464,0.0170721,0.049527,0.1378092,18.2930489,172.9619446,4.1580267,0.0888889,0.0229052,-4.85E-02,-0.0242282,1,0.0659837,0.2231076
3760,3930,0.1372549,0.0707254,0.0608341,-0.0019832,0.0029827,0.0652958,0.0448255,0.0944805,-0.0113675,0.1372549,0.2009119,0.0739042,0.0280556,1.4093646,0.0170721,0.1153846,0.1582207,17.2056503,150.7626495,4.7068014,0.0436327,-0.0200354,-9.08E-02,-0.0453804,2,0.0636681,0.1808876
3761,3931,0.1875,0.116488,0.0608341,-0.0019832,0.0029827,0.0652958,0.0448255,0.0944805,-0.0421188,0.1875,0.2009119,0.0739042,0.0280556,1.4093646,-0.0143882,0.1153846,0.1582207,16.1170597,128.6120605,5.2544651,0.0436327,-0.0200354,-0.136523362,-0.0682617,2,0.0636681,0.2311327
3762,3932,0.2535433,0.1921614,0.0699292,0.0102226,0.0143799,0.106567,0.0743201,0.2666699,-0.0421188,0.2535433,0.2210175,0.0949888,0.0382979,1.5041096,-0.0143882,0.1484398,0.1749082,15.0545502,112.9943085,5.5030336,0.0271739,-0.0317898,-0.223951109,-0.1119756,2,0.0589637,0.2807172
3763,3933,0.2309517,0.1529992,0.0699292,0.0102226,0.0143799,0.106567,0.0743201,0.2666699,-0.0421188,0.2309517,0.2210175,0.0949888,0.0382979,1.5041096,-0.0143882,0.1484398,0.1749082,14.0716181,116.238678,4.8845644,0.0271739,-0.0317898,-0.18478895,-0.0923945,2,0.0589637,0.2581256
3764,3934,0.182191,0.0978139,0.0544601,-0.0044018,0.0173345,0.0857905,0.0463971,0.1313273,-0.033829,0.182191,0.1969578,0.0759076,0.0372727,1.3213665,-0.0001159,0.1107106,0.1377933,13.08988,119.479393,4.2652531,0.0275023,-0.0391256,-0.136939548,-0.0684698,2,0.0666279,0.2096933
3765,3935,0.1907648,0.1107921,0.0544601,-0.0044018,0.0173345,0.0857905,0.0463971,0.1313273,-0.033829,0.1907648,0.1969578,0.0759076,0.0372727,1.3213665,-0.0001159,0.1107106,0.1377933,12.4558239,124.6348419,3.7938528,0.0275023,-0.0391256,-0.149917744,-0.0749589,2,0.0666279,0.2182671
3766,3936,0.1294239,0.0625744,0.0035027,0.0098728,0.0222986,0.0590566,0.0412013,0.0993462,-0.033829,0.1294239,0.1455464,0.0817256,0.0461216,1.2994791,-0.0001159,0.0852787,0.127471,12.4051008,133.008728,3.5715353,0.042656,-0.0175278,-8.01E-02,-0.0400511,2,0.0601838,0.1720799
3767,3937,0.0924649,0.0227133,0.0035027,0.0098728,0.0222986,0.0590566,0.0412013,0.0993462,-0.0058279,0.0924649,0.1455464,0.0817256,0.0461216,1.2994791,0.0251105,0.0852787,0.127471,12.3531837,141.3643036,3.347357,0.042656,-0.0175278,-4.02E-02,-0.0201206,2,0.0601838,0.1351209
3768,3938,0.1069519,0.0430357,0.0135634,-0.0101179,-0.002502,-0.0290715,0.0304329,0.0063173,-0.0058279,0.1069519,0.1612586,0.0654037,0.0218473,1.1786427,0.0251105,-0.0007491,0.1154271,12.1583071,148.3943024,3.316613,0.1161661,0.0593576,1.63E-02,0.0081609,1,0.0568085,0.223118
3769,3939,0.1467204,0.0680461,0.0135634,-0.0101179,-0.002502,-0.0290715,0.0304329,0.0063173,-0.0058279,0.1467204,0.1612586,0.0654037,0.0218473,1.1786427,0.0251105,-0.0007491,0.1154271,11.8149462,154.0705872,3.4888995,0.1161661,0.0593576,-8.69E-03,-0.0043442,1,0.0568085,0.2628865
3770,3940,0.1638418,0.0849648,0.0252857,0.0179067,0.0375354,0.0223943,0.034649,0.0533211,-0.023066,0.1638418,0.1686808,0.0896714,0.0466742,1.2372068,0.011735,0.0443199,0.1256118,11.4715862,159.7701874,3.6603527,0.0817469,0.0125718,-0.072393,-0.0361965,1,0.0691751,0.2455887
3771,3941,0.1521571,0.0797212,0.0252857,0.0179067,0.0375354,0.0223943,0.034649,0.0533211,-0.023066,0.1521571,0.1686808,0.0896714,0.0466742,1.2372068,0.011735,0.0443199,0.1256118,11.3381853,162.0976257,3.8471036,0.0817469,0.0125718,-0.067149356,-0.0335747,1,0.0691751,0.233904
3772,3942,0.1434965,0.0625016,0.0609301,0.0154449,0.0172882,0.0788867,0.0514267,0.1696658,-0.023066,0.1434965,0.1983914,0.0862697,0.0282954,1.3586626,0.011735,0.1001094,0.1423358,11.3416224,162.2062531,4.0449929,0.0428367,-0.0269844,-0.089485977,-0.044743,2,0.0698211,0.1863332
3773,3943,0.1750454,0.1020869,0.0609301,0.0154449,0.0172882,0.0788867,0.0514267,0.1696658,-0.0352202,0.1750454,0.1983914,0.0862697,0.0282954,1.3586626,-0.0059093,0.1001094,0.1423358,11.3450584,162.3018036,4.2438669,0.0428367,-0.0269844,-0.129071306,-0.0645357,2,0.0698211,0.2178821
3774,3944,0.2116052,0.1405217,0.0459644,0.0208038,0.0196208,0.1558129,0.0797604,0.2992765,-0.0352202,0.2116052,0.192053,0.0962755,0.0386152,1.5234375,-0.0059093,0.1803629,0.1692807,10.8914061,153.7939758,4.5332584,-0.0114312,-0.0765447,-0.217066363,-0.1085332,2,0.0651135,0.200174
3775,3945,0.1692627,0.0901743,0.0459644,0.0208038,0.0196208,0.1558129,0.0797604,0.2992765,-0.0352202,0.1692627,0.192053,0.0962755,0.0386152,1.5234375,-0.0059093,0.1803629,0.1692807,10.2626991,141.9754944,4.8594975,-0.0114312,-0.0765447,-0.166718937,-0.0833595,2,0.0651135,0.1578315
3776,3946,0.1706602,0.0931332,0.0482756,0.0002191,0.012813,0.0836667,0.0587351,0.2082767,-0.0234997,0.1706602,0.1948114,0.0798958,0.0321644,1.4162871,0.0036751,0.1088556,0.1465371,9.6351833,130.1574097,5.1883154,0.0382923,-0.0244596,-0.117592786,-0.0587964,2,0.0627519,0.2089525
3777,3947,0.2137218,0.1409223,0.0482756,0.0002191,0.012813,0.0836667,0.0587351,0.2082767,-0.0234997,0.2137218,0.1948114,0.0798958,0.0321644,1.4162871,0.0036751,0.1088556,0.1465371,8.5616236,119.6832657,5.1692886,0.0382923,-0.0244596,-0.165381897,-0.0826909,2,0.0627519,0.2520141
3778,3948,0.1758904,0.0998359,0.0684505,0.035007,0.0259732,0.1055996,0.0537478,0.2613648,-0.0234997,0.1758904,0.2104995,0.1013216,0.0441855,1.4481708,0.0036751,0.1213501,0.1478306,7.3997579,109.4981232,5.0846968,0.0269642,-0.0514843,-0.151320271,-0.0756601,2,0.0784485,0.2028546
3779,3949,0.1590414,0.0819663,0.0684505,0.035007,0.0259732,0.1055996,0.0537478,0.2613648,-0.042601,0.1590414,0.2104995,0.1013216,0.0441855,1.4481708,-0.0159533,0.1213501,0.1478306,6.2355103,99.3455963,5.0020361,0.0269642,-0.0514843,-0.133450612,-0.0667253,2,0.0784485,0.1860056
