OID_,pointid,grid_code,dNDVI,dNDVIre1n,dNDVIre2n,dNDVIre3n,dNBR,dNBR2,dCSI,dBSI,NDVI,NDVIre1n,NDVIre2n,NDVIre3n,CSI,BSI,NBR,NBR2,Elevation,Aspect,Slope,NDBI,dNDBI,dNDVI_dNDBI,dNDVI_dNDBI_divided_by_2,dCSI_cat,post_NDBI,NDVI_NDBI
1575,1687,0.1120311,0.0638462,0.0469701,0.0220208,0.0216631,-0.0460775,0.0562949,-0.0225588,0.0142889,0.1120311,0.1652299,0.0861607,0.0324634,1.2483325,0.0279479,0.020849,0.1398941,20.6330986,217.1971436,1.476346,0.1193933,0.1026268,3.88E-02,0.0193903,0,0.0167665,0.2314244
1576,1688,0.1155641,0.0555254,0.0469701,0.0220208,0.0216631,-0.0460775,0.0562949,-0.0225588,0.0142889,0.1155641,0.1652299,0.0861607,0.0324634,1.2483325,0.0279479,0.020849,0.1398941,20.2256298,188.1907654,1.8234186,0.1193933,0.1026268,4.71E-02,0.0235507,0,0.0167665,0.2349574
1577,1689,0.1271918,0.0673292,0.0259914,0.0318288,0.0381527,-0.0264388,0.0376432,-0.0835843,0.0142889,0.1271918,0.1526316,0.0994979,0.0510471,1.2247077,0.0279479,0.0428224,0.1363337,19.8193588,159.0750885,2.1699886,0.0940605,0.0644286,-2.90E-03,-0.0014503,0,0.0296319,0.2212523
1578,1690,0.1332628,0.0689161,0.0259914,0.0318288,0.0381527,-0.0264388,0.0376432,-0.0835843,0.0079657,0.1332628,0.1526316,0.0994979,0.0510471,1.2247077,0.024695,0.0428224,0.1363337,19.4839153,154.7493896,2.2456794,0.0940605,0.0644286,-4.49E-03,-0.0022438,0,0.0296319,0.2273233
1579,1691,0.117,0.059191,-0.0063046,-0.0104229,-0.0023209,-0.0297963,0.0399927,-0.0851107,0.0079657,0.117,0.131068,0.0668498,0.0134841,1.2179822,0.024695,0.0244773,0.1390639,19.2010918,169.3550415,2.1147985,0.114978,0.0699382,1.07E-02,0.0053736,0,0.0450398,0.231978
1580,1692,0.080398,0.0185322,-0.0063046,-0.0104229,-0.0023209,-0.0297963,0.0399927,-0.0851107,0.0079657,0.080398,0.131068,0.0668498,0.0134841,1.2179822,0.024695,0.0244773,0.1390639,18.9170685,183.8283539,1.9845474,0.114978,0.0699382,5.14E-02,0.025703,0,0.0450398,0.195376
1581,1693,0.0982567,0.0413618,0.0115109,0.0045393,0.0278518,0.0447123,0.0463981,0.0777982,-0.0040497,0.0982567,0.1403998,0.0744634,0.0424989,1.3537527,0.0226199,0.1000745,0.1434649,18.9094543,204.7787628,1.8915638,0.0440224,0.0020925,-3.93E-02,-0.0196347,2,0.0419299,0.1422791
1582,1694,0.0895229,0.0318184,0.0115109,0.0045393,0.0278518,0.0447123,0.0463981,0.0777982,-0.0040497,0.0895229,0.1403998,0.0744634,0.0424989,1.3537527,0.0226199,0.1000745,0.1434649,19.0284977,228.8248291,1.8132825,0.0440224,0.0020925,-2.97E-02,-0.0148629,2,0.0419299,0.1335453
1583,1695,0.0748161,0.0170384,0.0096473,-0.0032127,0.0044186,0.0238751,0.0590021,0.0776803,-0.0040497,0.0748161,0.1296473,0.061828,0.0123879,1.3210702,0.0226199,0.0673252,0.1479459,19.1451454,252.9285889,1.7321441,0.0814318,0.0357615,0.01872319,0.0093616,2,0.0456703,0.1562479
1584,1696,0.096688,0.045054,0.0096473,-0.0032127,0.0044186,0.0238751,0.0590021,0.0776803,-0.0032828,0.096688,0.1296473,0.061828,0.0123879,1.3210702,0.0174662,0.0673252,0.1479459,19.4904041,266.8838806,1.8871847,0.0814318,0.0357615,-9.29E-03,-0.0046463,2,0.0456703,0.1781198
1585,1697,0.1170295,0.048619,0.0086606,-0.0065186,0.0039625,0.0875333,0.0496245,0.1315248,-0.0032828,0.1170295,0.1578454,0.06828,0.0289282,1.4206897,0.0174662,0.1386139,0.1501832,19.8922749,278.3101196,2.1025767,0.0118153,-0.0379183,-8.65E-02,-0.0432687,2,0.0497336,0.1288448
1586,1698,0.1124547,0.0554905,0.0086606,-0.0065186,0.0039625,0.0875333,0.0496245,0.1315248,-0.0032828,0.1124547,0.1578454,0.06828,0.0289282,1.4206897,0.0174662,0.1386139,0.1501832,20.2929478,289.7637024,2.3187397,0.0118153,-0.0379183,-9.34E-02,-0.0467044,2,0.0497336,0.12427
1587,1699,0.2093023,0.1458248,0.0342054,0.003576,0.0086694,0.1027687,0.0629532,0.2021044,-0.0259422,0.2093023,0.1581575,0.0733964,0.019984,1.4185659,0.002223,0.1377906,0.1510146,20.641058,300.3166504,1.9403964,0.0135051,-0.0396986,-0.185523421,-0.0927617,2,0.0532037,0.2228074
1588,1700,0.1482467,0.0853051,0.0342054,0.003576,0.0086694,0.1027687,0.0629532,0.2021044,-0.0259422,0.1482467,0.1581575,0.0733964,0.019984,1.4185659,0.002223,0.1377906,0.1510146,20.9844112,310.759491,1.5077169,0.0135051,-0.0396986,-0.125003695,-0.0625018,2,0.0532037,0.1617518
1589,1701,0.1223321,0.0646847,0.0489098,0.0156644,0.0227611,0.0795125,0.0529858,0.1749305,-0.0259422,0.1223321,0.1759476,0.0783094,0.0380008,1.3930155,0.002223,0.116336,0.1480519,21.3146801,319.4546204,1.0825241,0.0322718,-0.0261755,-0.090860128,-0.0454301,2,0.0584473,0.1546039
1590,1702,0.1518827,0.0975031,0.0489098,0.0156644,0.0227611,0.0795125,0.0529858,0.1749305,-0.0158552,0.1518827,0.1759476,0.0783094,0.0380008,1.3930155,0.0140113,0.116336,0.1480519,21.2569695,277.1731567,0.8736,0.0322718,-0.0261755,-0.12367852,-0.0618393,2,0.0584473,0.1841545
1591,1703,0.2162094,0.1601622,0.0285702,0.0088358,0.0091689,0.0045319,0.0268554,0.0407151,-0.0158552,0.2162094,0.1665934,0.0845934,0.0304795,1.2735125,0.0140113,0.0473143,0.1293085,21.2004566,235.1344299,0.6642345,0.082499,0.0225656,-0.137596622,-0.0687983,1,0.0599334,0.2987084
1592,1704,0.1324765,0.0545255,0.0285702,0.0088358,0.0091689,0.0045319,0.0268554,0.0407151,-0.0158552,0.1324765,0.1665934,0.0845934,0.0304795,1.2735125,0.0140113,0.0473143,0.1293085,21.18894,201.1219482,0.5381022,0.082499,0.0225656,-3.20E-02,-0.01598,1,0.0599334,0.2149755
1593,1705,0.1183046,0.041905,0.0075996,-0.0126259,-0.0006065,0.0211395,0.0199532,0.0186415,0.0006613,0.1183046,0.1463363,0.0634166,0.0174441,1.293012,0.0247796,0.0777778,0.129979,21.4292336,211.4955139,0.8905845,0.0527344,-0.000988,-4.29E-02,-0.0214465,1,0.0537224,0.171039
1594,1706,0.1116204,0.0366514,0.0075996,-0.0126259,-0.0006065,0.0211395,0.0199532,0.0186415,0.0006613,0.1116204,0.1463363,0.0634166,0.0174441,1.293012,0.0247796,0.0777778,0.129979,21.6719189,221.6387024,1.2453798,0.0527344,-0.000988,-0.037639432,-0.0188197,1,0.0537224,0.1643548
1595,1707,0.1653236,0.1088125,0.0392824,0.0118788,0.0211802,0.0635527,0.0442889,0.1481575,0.0006613,0.1653236,0.1679274,0.0847049,0.0392308,1.4511278,0.0247796,0.1349594,0.1536364,21.9442463,231.5505371,1.560437,0.0190725,-0.0191669,-0.127979377,-0.0639897,2,0.0382394,0.1843961
1596,1708,0.1278855,0.0675276,0.0392824,0.0118788,0.0211802,0.0635527,0.0442889,0.1481575,-0.0160116,0.1278855,0.1679274,0.0847049,0.0392308,1.4511278,0.0048159,0.1349594,0.1536364,22.2927761,241.3877869,1.758572,0.0190725,-0.0191669,-0.086694473,-0.0433472,2,0.0382394,0.146958
1597,1709,0.1225748,0.0665896,0.0044747,-0.0131396,-0.0060376,0.0446527,0.0339366,0.0421962,-0.0160116,0.1225748,0.1349345,0.0590872,0.0097125,1.3876134,0.0048159,0.1231273,0.1492164,22.6413059,251.245285,1.9542927,0.0265774,-0.0105639,-7.72E-02,-0.0385767,1,0.0371413,0.1491522
1598,1710,0.1007112,0.0464906,0.0044747,-0.0131396,-0.0060376,0.0446527,0.0339366,0.0421962,-0.0160116,0.1007112,0.1349345,0.0590872,0.0097125,1.3876134,0.0048159,0.1231273,0.1492164,23.0276661,263.916626,1.9701519,0.0265774,-0.0105639,-5.71E-02,-0.0285272,1,0.0371413,0.1272886
1599,1711,0.0998573,0.0487391,0.0118217,-0.0191515,0.0108753,0.0483347,0.0197221,0.066921,-0.0062781,0.0998573,0.1435028,0.0493571,0.0253293,1.3720174,0.0181159,0.1273071,0.1389213,23.4735279,281.1647034,1.6994436,0.0118233,-0.0287859,-7.75E-02,-0.0387625,1,0.0406092,0.1116806
1600,1712,0.0643432,-0.0037887,0.0118217,-0.0191515,0.0108753,0.0483347,0.0197221,0.066921,-0.0062781,0.0643432,0.1435028,0.0493571,0.0253293,1.3720174,0.0181159,0.1273071,0.1389213,23.9169979,298.4915771,1.4302185,0.0118233,-0.0287859,-2.50E-02,-0.0124986,1,0.0406092,0.0761665
1601,1713,0.0987839,0.040288,-0.0285305,-0.0114611,0.0003143,0.073795,0.0274932,0.092056,-0.0062781,0.0987839,0.1056511,0.0577865,0.014275,1.3670886,0.0181159,0.1311043,0.139246,24.1137505,266.1558838,1.5511175,0.0082932,-0.0465014,-8.68E-02,-0.0433947,2,0.0547946,0.1070771
1602,1714,0.0926477,0.0245362,-0.0285305,-0.0114611,0.0003143,0.073795,0.0274932,0.092056,-0.0127235,0.0926477,0.1056511,0.0577865,0.014275,1.3670886,0.0145486,0.1311043,0.139246,24.0652237,183.7671356,2.0631166,0.0082932,-0.0465014,-7.10E-02,-0.0355188,2,0.0547946,0.1009409
1603,1715,0.0825532,0.0065804,-0.0000937,-0.009109,0.0138741,0.0720492,0.0444454,0.1910657,-0.0127235,0.0825532,0.1306689,0.0634982,0.0284423,1.4167099,0.0145486,0.1136155,0.1465899,24.0178909,101.27565,2.5752482,0.0335329,-0.0273036,-3.39E-02,-0.016942,2,0.0608365,0.1160861
1604,1716,0.1159253,0.037659,-0.0000937,-0.009109,0.0138741,0.0720492,0.0444454,0.1910657,-0.0127235,0.1159253,0.1306689,0.0634982,0.0284423,1.4167099,0.0145486,0.1136155,0.1465899,23.3881168,64.9090576,2.7605162,0.0335329,-0.0273036,-6.50E-02,-0.0324813,2,0.0608365,0.1494582
1605,1717,0.132948,0.0689814,0.0013887,-0.0037076,0.0076212,0.0261538,0.0438777,0.0581257,-0.0130146,0.132948,0.1429842,0.0762144,0.0319213,1.2722772,0.0200959,0.0582751,0.135459,22.3926411,57.4824448,2.7429643,0.0777981,0.0181625,-5.08E-02,-0.0254094,1,0.0596356,0.2107461
1606,1718,0.1187777,0.0419519,0.0013887,-0.0037076,0.0076212,0.0261538,0.0438777,0.0581257,-0.0130146,0.1187777,0.1429842,0.0762144,0.0319213,1.2722772,0.0200959,0.0582751,0.135459,21.3959732,50.120842,2.7274349,0.0777981,0.0181625,-0.023789395,-0.0118947,1,0.0596356,0.1965758
1607,1719,0.0994152,0.0289927,0.0175665,0.0151165,0.0173602,0.0275475,0.0251281,0.0397652,-0.0130146,0.0994152,0.1556717,0.0828233,0.0381381,1.2578199,0.0200959,0.0508322,0.1226611,21.1917686,122.7620697,2.987442,0.0722796,-0.0021377,-3.11E-02,-0.0155652,1,0.0744173,0.1716948
1608,1720,0.1268693,0.0674029,0.0175665,0.0151165,0.0173602,0.0275475,0.0251281,0.0397652,-0.0017061,0.1268693,0.1556717,0.0828233,0.0381381,1.2578199,0.0246285,0.0508322,0.1226611,21.2762051,224.7151489,3.3465242,0.0722796,-0.0021377,-6.95E-02,-0.0347703,1,0.0744173,0.1991489
1609,1721,0.1440985,0.0693321,0.0099842,-0.00307,0.0157151,0.0449568,0.0397117,0.1059941,-0.0017061,0.1440985,0.1453606,0.0685391,0.0311489,1.3951833,0.0246285,0.1094321,0.1462617,21.3582554,326.6756287,3.7039466,0.0374286,-0.004937,-7.43E-02,-0.0371346,2,0.0423656,0.1815271
1610,1722,0.0955475,0.0260016,0.0099842,-0.00307,0.0157151,0.0449568,0.0397117,0.1059941,-0.0017061,0.0955475,0.1453606,0.0685391,0.0311489,1.3951833,0.0246285,0.1094321,0.1462617,21.6603165,336.9300842,4.1245098,0.0374286,-0.004937,-3.09E-02,-0.0154693,2,0.0423656,0.1329761
1611,1723,0.0941947,0.025932,-0.0039247,-0.0072576,-0.0012032,0.0797422,0.0411927,0.1511021,-0.0010946,0.0941947,0.1241277,0.0612897,0.0148912,1.4213904,0.013052,0.1530797,0.1486456,22.0019588,330.76651,4.5589175,-0.0045374,-0.0389237,-6.49E-02,-0.0324279,2,0.0343863,0.0896573
1612,1724,0.1205986,0.0509176,-0.0039247,-0.0072576,-0.0012032,0.0797422,0.0411927,0.1511021,-0.0010946,0.1205986,0.1241277,0.0612897,0.0148912,1.4213904,0.013052,0.1530797,0.1486456,22.3435993,324.5786743,4.9959064,-0.0045374,-0.0389237,-8.98E-02,-0.0449207,2,0.0343863,0.1160612
1613,1725,0.1393443,0.0562565,-0.0078515,-0.0182681,-0.0028639,0.0669288,0.0423656,0.1755168,-0.0010946,0.1393443,0.1438863,0.061467,0.0169009,1.4204772,0.013052,0.1306978,0.1470962,23.2762737,321.4406128,4.7535553,0.0167199,-0.0245172,-0.080773676,-0.0403868,2,0.0412371,0.1560642
1614,1726,0.1183761,0.0284259,-0.0078515,-0.0182681,-0.0028639,0.0669288,0.0423656,0.1755168,-0.0153111,0.1183761,0.1438863,0.061467,0.0169009,1.4204772,0.0103486,0.1306978,0.1470962,24.2328072,318.4771729,4.4872994,0.0167199,-0.0245172,-5.29E-02,-0.0264715,2,0.0412371,0.135096
1615,1727,0.1330095,0.0488525,-0.0147627,-0.0305845,-0.001404,0.0051651,0.0205516,0.0662929,-0.0153111,0.1330095,0.1515417,0.0659919,0.0303267,1.3975583,0.0103486,0.0668648,0.1494357,25.138464,307.9165039,4.2157655,0.0834043,0.0156813,-3.32E-02,-0.0165856,1,0.067723,0.2164138
1616,1728,0.1201248,0.0219911,-0.0147627,-0.0305845,-0.001404,0.0051651,0.0205516,0.0662929,-0.0153111,0.1201248,0.1515417,0.0659919,0.0303267,1.3975583,0.0103486,0.0668648,0.1494357,25.4448547,210.8288574,3.874481,0.0834043,0.0156813,-6.31E-03,-0.0031549,1,0.067723,0.2035291
1617,1732,0.0892429,0.0117381,-0.0172002,-0.0139138,0.0045939,0.0518298,0.0144555,0.0829993,0.0081459,0.0892429,0.1185877,0.0589854,0.0116454,1.4062663,0.010961,0.1317162,0.1399057,23.8730297,57.3343773,5.6373105,0.0083433,-0.0376818,-4.94E-02,-0.02471,2,0.0460251,0.0975862
1618,1733,0.1291496,0.0477864,0.0066508,-0.0062074,-0.006114,0.0530079,0.0109995,0.1368738,0.0081459,0.1291496,0.1776176,0.0746615,0.0279371,1.5008104,0.010961,0.1295556,0.1505278,22.7587051,65.3804626,6.2353063,0.0213893,-0.0422712,-9.01E-02,-0.0450288,2,0.0636605,0.1505389
1619,1734,0.1765858,0.074838,0.0066508,-0.0062074,-0.006114,0.0530079,0.0109995,0.1368738,0.0081459,0.1765858,0.1776176,0.0746615,0.0279371,1.5008104,0.010961,0.1295556,0.1505278,21.3330688,68.8057632,5.7777452,0.0213893,-0.0422712,-0.117109217,-0.0585546,2,0.0636605,0.1979751
1620,1735,0.1536512,0.0464476,0.0153156,-0.0075706,0.0033463,0.0636164,0.0197938,0.1859845,-0.0103673,0.1536512,0.1858645,0.0827037,0.0289152,1.5403835,0.0039524,0.159668,0.1653734,20.587328,276.2532654,4.255363,0.0058602,-0.0443703,-9.08E-02,-0.045409,2,0.0502305,0.1595114
1621,1736,0.1681762,0.0770447,0.0153156,-0.0075706,0.0033463,0.0636164,0.0197938,0.1859845,-0.0096877,0.1681762,0.1858645,0.0827037,0.0289152,1.5403835,-0.0014269,0.159668,0.1653734,21.4741631,281.9148254,4.1763945,0.0058602,-0.0443703,-0.121415079,-0.0607075,2,0.0502305,0.1740364
1622,1737,0.2222527,0.1387327,0.0689862,-0.0007046,-0.002989,0.0830576,0.0271584,0.2402933,-0.0096877,0.2222527,0.2479879,0.091509,0.0260546,1.7337526,-0.0014269,0.2291947,0.201228,22.2188454,249.2555389,3.8253314,-0.0293189,-0.0579805,-0.196713153,-0.0983566,2,0.0286616,0.1929338
1623,1738,0.2854369,0.1744721,0.0689862,-0.0007046,-0.002989,0.0830576,0.0271584,0.2402933,-0.0096877,0.2854369,0.2479879,0.091509,0.0260546,1.7337526,-0.0014269,0.2291947,0.201228,22.7564697,160.5026855,3.0800896,-0.0293189,-0.0579805,-0.232452605,-0.1162263,2,0.0286616,0.256118
1624,1739,0.1690416,0.057451,0.0070523,-0.0137756,0.0074629,0.034359,-0.000676,0.0261462,-0.0289575,0.1690416,0.1916509,0.0900412,0.0408121,1.3383058,-0.0087833,0.1106373,0.1334257,23.2928925,71.6328506,2.3396571,0.0231298,-0.0352911,-9.27E-02,-0.0463711,1,0.0584209,0.1921714
1625,1740,0.1180124,0.0088627,0.0070523,-0.0137756,0.0074629,0.034359,-0.000676,0.0261462,-0.0289575,0.1180124,0.1916509,0.0900412,0.0408121,1.3383058,-0.0087833,0.1106373,0.1334257,23.102663,36.3286476,2.416954,0.0231298,-0.0352911,-4.42E-02,-0.0220769,1,0.0584209,0.1411422
1626,1741,0.1590966,0.0462033,0.0206212,-0.0061271,-0.0034999,0.1172611,0.0164121,0.1686239,-0.0289575,0.1590966,0.1869159,0.0832656,0.0337209,1.419372,-0.0087833,0.1437685,0.1488109,22.249464,49.9673576,3.2329478,0.0051526,-0.1011117,-0.147314943,-0.0736575,2,0.1062643,0.1642492
1627,1742,0.183911,0.0811072,0.0206212,-0.0061271,-0.0034999,0.1172611,0.0164121,0.1686239,-0.0137289,0.183911,0.1869159,0.0832656,0.0337209,1.419372,0.0070423,0.1437685,0.1488109,21.3950634,63.6066322,4.0436721,0.0051526,-0.1011117,-0.182218879,-0.0911094,2,0.1062643,0.1890636
1628,1743,0.1464611,0.0711715,0.0160568,-0.0073017,0.0089172,0.0976806,0.0513932,0.215185,-0.0137289,0.1464611,0.1605996,0.0698776,0.025156,1.4422566,0.0070423,0.1478458,0.1520758,20.6222286,67.2139282,3.7471328,0.0043273,-0.0464465,-0.117618062,-0.058809,2,0.0507738,0.1507884
1629,1744,0.1522048,0.0828852,0.0160568,-0.0073017,0.0089172,0.0976806,0.0513932,0.215185,-0.0137289,0.1522048,0.1605996,0.0698776,0.025156,1.4422566,0.0070423,0.1478458,0.1520758,19.89781,65.08358,2.826014,0.0043273,-0.0464465,-0.129331723,-0.0646659,2,0.0507738,0.1565321
1630,1745,0.135436,0.0648136,0.0259244,-0.00797,0.0067938,0.1006302,0.0601559,0.2274015,-0.0173211,0.135436,0.1658947,0.0753398,0.0310929,1.445953,0.0067199,0.1199449,0.1519043,19.1757946,62.8534775,1.9020071,0.0325526,-0.0400098,-0.104823381,-0.0524117,2,0.0725624,0.1679886
1631,1746,0.1605738,0.0981542,0.0259244,-0.00797,0.0067938,0.1006302,0.0601559,0.2274015,-0.0173211,0.1605738,0.1658947,0.0753398,0.0310929,1.445953,0.0067199,0.1199449,0.1519043,19.1019402,96.9831467,2.0583329,0.0325526,-0.0400098,-0.138164006,-0.069082,2,0.0725624,0.1931264
1632,1747,0.1486636,0.0677316,0.001921,-0.0015472,0.0048904,0.0854029,0.0429449,0.1689925,-0.0173211,0.1486636,0.1578947,0.0885308,0.028111,1.3849493,0.0067199,0.1027916,0.1435654,19.2399406,143.025238,2.5669365,0.0413845,-0.0419931,-0.109724727,-0.0548624,2,0.0833776,0.1900481
1633,1748,0.138404,0.0363978,0.001921,-0.0015472,0.0048904,0.0854029,0.0429449,0.1689925,-0.0260797,0.138404,0.1578947,0.0885308,0.028111,1.3849493,0.0073932,0.1027916,0.1435654,19.3815441,189.2475433,3.0790122,0.0413845,-0.0419931,-7.84E-02,-0.0391954,2,0.0833776,0.1797885
1634,1749,0.185016,0.0943815,0.0470546,-0.0035337,0.0083166,0.041634,0.0330722,0.130549,-0.0260797,0.185016,0.1772152,0.0720461,0.0227273,1.2892791,0.0073932,0.0544024,0.1244184,19.4043827,182.4190979,3.4414644,0.0704931,-0.0081764,-0.102557965,-0.051279,2,0.0786695,0.2555091
1635,1750,0.1472973,0.0730045,0.0470546,-0.0035337,0.0083166,0.041634,0.0330722,0.130549,-0.0260797,0.1472973,0.1772152,0.0720461,0.0227273,1.2892791,0.0073932,0.0544024,0.1244184,19.4095764,167.7967377,3.7829542,0.0704931,-0.0081764,-8.12E-02,-0.0405904,2,0.0786695,0.2177904
1636,1751,0.1267545,0.0655431,0.0383372,0.0142678,0.0182719,0.1101924,0.0547603,0.2620101,-0.0100509,0.1267545,0.171475,0.0807873,0.037797,1.4393409,0.014686,0.1293197,0.1397896,19.4147701,153.142334,4.1257024,0.0106626,-0.0553467,-0.120889846,-0.0604449,2,0.0660093,0.1374171
1637,1752,0.1869117,0.118427,0.0383372,0.0142678,0.0182719,0.1101924,0.0547603,0.2620101,-0.0100509,0.1869117,0.171475,0.0807873,0.037797,1.4393409,0.014686,0.1293197,0.1397896,18.5715694,144.9866791,4.0973916,0.0106626,-0.0553467,-0.173773747,-0.0868869,2,0.0660093,0.1975743
1638,1753,0.1729391,0.1195763,0.0261063,0.0023285,0.0081104,0.1117544,0.0570277,0.3040366,-0.0100509,0.1729391,0.1548897,0.0699681,0.0233226,1.500263,0.014686,0.1475336,0.1500112,17.7178078,136.9005127,4.0674891,0.0025336,-0.0548615,-0.174437787,-0.0872189,2,0.0573951,0.1754727
1639,1754,0.1080034,0.0516293,0.0261063,0.0023285,0.0081104,0.1117544,0.0570277,0.3040366,-0.0098292,0.1080034,0.1548897,0.0699681,0.0233226,1.500263,0.0048511,0.1475336,0.1500112,16.9186363,133.4520569,3.9650235,0.0025336,-0.0548615,-0.106490854,-0.0532454,2,0.0573951,0.110537
1640,1755,0.1394495,0.0801409,0.0061764,-0.0100847,0.0123964,0.1023716,0.0543809,0.2180798,-0.0098292,0.1394495,0.142073,0.0700158,0.0273452,1.4059252,0.0048511,0.131573,0.1404959,16.5900707,169.2277374,3.2252111,0.0090909,-0.0479661,-0.12810709,-0.0640535,2,0.057057,0.1485404
1641,1756,0.1366171,0.07959,0.0061764,-0.0100847,0.0123964,0.1023716,0.0543809,0.2180798,-0.0098292,0.1366171,0.142073,0.0700158,0.0273452,1.4059252,0.0048511,0.131573,0.1404959,16.2591038,204.8773346,2.4807141,0.0090909,-0.0479661,-0.127556127,-0.0637781,2,0.057057,0.145708
1642,1757,0.1150613,0.0431658,0.0065369,-0.0069557,0.0031024,0.0479633,0.0440959,0.0782404,-0.0076985,0.1150613,0.1404469,0.0676628,0.0254203,1.3239809,0.0154456,0.0728834,0.1397996,16.1939926,236.0570831,2.0510731,0.067605,-0.0033478,-4.65E-02,-0.0232568,2,0.0709528,0.1826663
1643,1758,0.1064792,0.0551971,0.0065369,-0.0069557,0.0031024,0.0479633,0.0440959,0.0782404,-0.0076985,0.1064792,0.1404469,0.0676628,0.0254203,1.3239809,0.0154456,0.0728834,0.1397996,17.0665226,252.0443115,2.7393005,0.067605,-0.0033478,-5.85E-02,-0.0292724,2,0.0709528,0.1740842
1644,1759,0.1438249,0.0867103,0.0538727,0.0122928,0.0182769,0.0441477,0.0681671,0.0780565,-0.0076985,0.1438249,0.1740484,0.0773286,0.0304686,1.3705981,0.0154456,0.0998742,0.1581177,17.9378548,268.1402893,3.4288454,0.059178,0.0247815,-6.19E-02,-0.0309644,2,0.0343965,0.2030029
1645,1760,0.1809882,0.1295325,0.0538727,0.0122928,0.0182769,0.0441477,0.0681671,0.0780565,0.0019482,0.1809882,0.1740484,0.0773286,0.0304686,1.3705981,0.0204051,0.0998742,0.1581177,18.7447357,268.6135559,3.5528741,0.059178,0.0247815,-0.10475105,-0.0523755,2,0.0343965,0.2401662
1646,1761,0.1279443,0.0746589,0.0329333,0.0281355,0.0309683,-0.0578975,0.0326081,-0.1159338,0.0019482,0.1279443,0.1545259,0.0951518,0.0479081,1.2060878,0.0204051,0.0245802,0.134715,19.4293156,238.5069885,2.5710657,0.1105007,0.0907047,1.60E-02,0.0080229,0,0.019796,0.238445
1647,1762,0.1124197,0.0514673,0.0329333,0.0281355,0.0309683,-0.0578975,0.0326081,-0.1159338,0.0019482,0.1124197,0.1545259,0.0951518,0.0479081,1.2060878,0.0204051,0.0245802,0.134715,20.116293,208.553009,1.5900817,0.1105007,0.0907047,3.92E-02,0.0196187,0,0.019796,0.2229204
1648,1763,0.1081666,0.0511548,0.0282166,0.0114392,0.0188311,-0.0257361,0.0339342,-0.1459453,0.0142889,0.1081666,0.1512605,0.0797404,0.0346513,1.1427871,0.0279479,0.0313688,0.1251342,20.2543335,183.8111877,1.2356747,0.0941348,0.0598613,8.71E-03,0.0043532,0,0.0342735,0.2023014
1649,1764,0.1330544,0.0788475,0.0282166,0.0114392,0.0188311,-0.0257361,0.0339342,-0.1459453,0.0142889,0.1330544,0.1512605,0.0797404,0.0346513,1.1427871,0.0279479,0.0313688,0.1251342,19.7340717,165.0866241,1.6300119,0.0941348,0.0598613,-1.90E-02,-0.0094931,0,0.0342735,0.2271892
1650,1765,0.1113445,0.0531506,0.0163195,0.0136738,0.0254877,0.025741,0.0535029,-0.0173937,0.0142889,0.1113445,0.1432545,0.083004,0.0374422,1.2274764,0.0279479,0.0720554,0.138323,19.2150097,146.2527771,2.0238466,0.0669347,0.0282772,-2.49E-02,-0.0124367,0,0.0386575,0.1782792
1651,1766,0.1320471,0.0707694,0.0163195,0.0136738,0.0254877,0.025741,0.0535029,-0.0173937,0.0079657,0.1320471,0.1432545,0.083004,0.0374422,1.2274764,0.024695,0.0720554,0.138323,18.89641,153.6858521,2.0833542,0.0669347,0.0282772,-4.25E-02,-0.0212461,0,0.0386575,0.1989818
1652,1767,0.1009723,0.053751,0.0063732,-0.0035575,0.0102764,-0.0098903,0.0572246,0.0152657,0.0079657,0.1009723,0.1250904,0.0585034,0.0172151,1.2534909,0.024695,0.0458622,0.1458716,18.7263775,180.7479858,1.8932053,0.100683,0.0676251,1.39E-02,0.0069371,1,0.0330579,0.2016553
1653,1768,0.100135,0.036743,0.0063732,-0.0035575,0.0102764,-0.0098903,0.0572246,0.0152657,0.0079657,0.100135,0.1250904,0.0585034,0.0172151,1.2534909,0.024695,0.0458622,0.1458716,18.5551453,207.6777802,1.7036859,0.100683,0.0676251,3.09E-02,0.0154411,1,0.0330579,0.200818
1654,1769,0.1184707,0.0643818,0.002976,0.0115784,0.0144829,0.0473751,0.0552713,0.0877755,-0.0040497,0.1184707,0.1350965,0.0802721,0.0415391,1.356492,0.0226199,0.1088556,0.1477797,18.7401161,228.8233643,1.7776738,0.0395604,0.0083552,-5.60E-02,-0.0280133,2,0.0312052,0.1580311
1655,1770,0.1059119,0.0501825,0.002976,0.0115784,0.0144829,0.0473751,0.0552713,0.0877755,-0.0040497,0.1059119,0.1350965,0.0802721,0.0415391,1.356492,0.0226199,0.1088556,0.1477797,19.0847435,247.4373169,1.9684045,0.0395604,0.0083552,-4.18E-02,-0.0209136,2,0.0312052,0.1454723
